Zip,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,Coastal/Inland,Pair
10305.0,384450.0,382450.0,380000.0,375000.0,375000.0,372450.0,369900.0,369000.0,376000.0,375000.0,374900.0,369000.0,364900.0,350000.0,356950.0,354000.0,353450.0,355000.0,359000.0,355000.0,357000.0,364900.0,365000.0,369000.0,379900.0,369000.0,372500.0,369000.0,368999.0,364900.0,359900.0,359900.0,359000.0,349000.0,375000.0,375000.0,373000.0,374950.0,372500.0,379000.0,395000.0,399450.0,399000.0,395000.0,382388.5,379999.0,377000.0,365000.0,375000.0,364700.0,365000.0,369000.0,379000.0,385950.0,387000.0,399900.0,419900.0,414900.0,399000.0,399999.0,418888.0,425000.0,424900.0,420000.0,420000.0,404450.0,412450.0,415000.0,412000.0,439000.0,439450.0,439900.0,439900.0,439900.0,449000.0,454500.0,449450.0,459450.0,479000.0,499000.0,497000.0,499949.5,499000.0,499894.0,508000.0,499900.0,525000.0,525000.0,535000.0,549949.5,549900.0,549900.0,559000.0,1,31
10304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000.0,329000.0,329000.0,339000.0,339000.0,339000.0,339000.0,339000.0,319999.5,339000.0,349999.0,326750.0,327000.0,319250.0,310750.0,345900.0,349000.0,369900.0,369900.0,369450.0,385000.0,359900.0,388000.0,399000.0,395000.0,399500.0,407500.0,430000.0,444450.0,468000.0,474900.0,480000.0,472450.0,479500.0,504500.0,504500.0,514749.5,504000.0,459000.0,539900.0,524500.0,539900.0,509900.0,548400.0,565000.0,549999.0,549999.0,549999.0,552499.5,594449.5,578000.0,599000.0,599900.0,599450.0,607450.0,599999.0,639450.0,625000.0,0,31
10306.0,399900.0,405000.0,410000.0,409900.0,399000.0,399000.0,394000.0,397000.0,399000.0,399000.0,399000.0,395000.0,399000.0,399000.0,399000.0,399900.0,399900.0,399000.0,399000.0,399900.0,399900.0,399900.0,399388.5,399000.0,399000.0,389000.0,385000.0,379999.0,379000.0,377000.0,379000.0,373000.0,373000.0,377000.0,414950.0,417000.0,410000.0,409000.0,399900.0,399900.0,399900.0,409900.0,415000.0,399949.5,409900.0,409900.0,399900.0,399000.0,398000.0,393500.0,399000.0,401950.0,419950.0,425000.0,425000.0,425000.0,425000.0,419000.0,419900.0,419900.0,429000.0,429450.0,429900.0,429999.0,432499.5,437450.0,445000.0,439000.0,439000.0,449000.0,439800.0,437000.0,439000.0,450000.0,449000.0,468900.0,477000.0,474999.0,479000.0,479900.0,479900.0,499900.0,515000.0,499900.0,534000.0,525000.0,529000.0,549000.0,549000.0,549000.0,568000.0,586500.0,574450.0,0,32
10314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000.0,369000.0,362450.0,359900.0,374900.0,374900.0,375000.0,383000.0,381950.0,369900.0,369000.0,360000.0,360000.0,379500.0,379500.0,383500.0,371950.0,369900.0,389000.0,392500.0,408500.0,409000.0,409000.0,399000.0,399000.0,429000.0,429000.0,429000.0,425000.0,429400.0,435000.0,439000.0,424999.5,424999.5,429000.0,400000.0,398000.0,394250.0,419900.0,436950.0,429900.0,449000.0,450000.0,465000.0,469000.0,475000.0,474900.0,474900.0,469900.0,469000.0,469000.0,469000.0,475000.0,479000.0,479450.0,479000.0,477000.0,492444.0,1,32
11214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485000.0,478000.0,468000.0,480000.0,478000.0,473250.0,478000.0,479000.0,499000.0,511500.0,529000.0,549000.0,550000.0,578000.0,575000.0,575000.0,550000.0,550000.0,566500.0,589000.0,596500.0,608500.0,599000.0,585000.0,582000.0,589000.0,589000.0,599000.0,625000.0,625000.0,649000.0,626500.0,618000.0,610000.0,599500.0,655000.0,649499.5,639000.0,633000.0,619000.0,599995.0,575000.0,599000.0,638500.0,639000.0,639000.0,639000.0,698500.0,1,33
11204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,606500.0,598500.0,598500.0,598000.0,698888.0,698888.0,659000.0,678944.0,724000.0,679000.0,754000.0,759000.0,730000.0,797000.0,797000.0,799000.0,799499.5,799999.0,809000.0,783500.0,748000.0,699000.0,712000.0,725000.0,779500.0,749000.0,739000.0,772500.0,787500.0,780000.0,754500.0,767000.0,775000.0,788000.0,768000.0,758500.0,753500.0,793500.0,894000.0,899000.0,849000.0,0,33
10023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,2370000.0,2472500.0,2400000.0,2365000.0,2395000.0,2472500.0,2395000.0,2500000.0,2495000.0,2410000.0,2392500.0,2395000.0,2495000.0,2395000.0,2395000.0,0,34
10069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574500.0,2225000.0,2187000.0,2272500.0,2362500.0,2372500.0,2350000.0,2450000.0,2400000.0,2395000.0,2295000.0,2550000.0,2580000.0,2625000.0,2650000.0,2350000.0,2295000.0,2195000.0,1,34
10003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000.0,2000000.0,2000000.0,1950000.0,2299500.0,2425000.0,2495000.0,2500000.0,2595000.0,2500000.0,2597500.0,2500000.0,2499000.0,2599500.0,2599000.0,2595000.0,2495000.0,2495000.0,0,35
10010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,2400000.0,2600000.0,2400000.0,2295000.0,2295000.0,2310000.0,2495000.0,2412500.0,2300000.0,2463500.0,2495000.0,2472500.0,2676500.0,2701500.0,2495000.0,2550000.0,2597500.0,2700000.0,2372500.0,2150000.0,1,35
28468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900.0,269900.0,263500.0,274000.0,286262.0,287700.0,284900.0,279900.0,274888.5,294900.0,286900.0,294900.0,299900.0,299900.0,274777.0,279945.0,279995.0,308450.0,1,36
28467.0,209250.0,199900.0,205000.0,199900.0,199900.0,189777.0,189388.5,189000.0,189000.0,189000.0,184900.0,179900.0,179900.0,174900.0,175000.0,172000.0,169900.0,171000.0,172900.0,169900.0,169900.0,169900.0,165445.0,179900.0,159900.0,163515.0,163515.0,164900.0,164900.0,164995.0,164900.0,159900.0,160000.0,161900.0,164950.0,165500.0,169000.0,167695.0,166900.0,167900.0,167400.0,168950.0,169437.5,171695.0,177990.0,179000.0,179900.0,180650.0,181400.0,184900.0,180000.0,179900.0,180000.0,181650.0,179999.0,184900.0,185900.0,180900.0,189900.0,186577.5,189900.0,189900.0,189900.0,187700.0,189700.0,190900.0,195500.0,189900.0,198310.0,192613.0,189900.0,180490.0,178910.0,174500.0,180490.0,174999.5,179900.0,178800.0,189561.0,199900.0,199900.0,189900.0,202490.0,201745.0,209900.0,204995.0,209000.0,209777.5,213200.0,214700.0,213195.0,214990.0,215900.0,0,36
23502.0,193500.0,189950.0,190000.0,189900.0,189900.0,189900.0,189900.0,183000.0,179900.0,179900.0,170100.0,170000.0,170000.0,169900.0,169900.0,169900.0,172000.0,169900.0,170000.0,165000.0,170000.0,162900.0,167449.5,166450.0,162000.0,164500.0,160000.0,155000.0,154900.0,158450.0,159450.0,159000.0,165000.0,169900.0,180000.0,175000.0,183999.0,184450.0,191400.0,195000.0,194900.0,187000.0,179900.0,179950.0,179900.0,179900.0,174900.0,177000.0,177000.0,180900.0,180450.0,184850.0,177450.0,175000.0,179800.0,179900.0,185000.0,182500.0,178950.0,184900.0,179900.0,185000.0,179900.0,185000.0,185000.0,189450.0,191000.0,189500.0,189900.0,186950.0,198600.0,194700.0,194500.0,192500.0,189450.0,189000.0,197500.0,198000.0,192500.0,192500.0,189900.0,184900.0,187999.0,189900.0,189900.0,189900.0,189000.0,189000.0,188500.0,189000.0,188000.0,184900.0,185000.0,0,37
23518.0,250000.0,249900.0,239950.0,235000.0,234700.0,229000.0,229000.0,225000.0,234900.0,235000.0,232250.0,227000.0,224250.0,223000.0,219450.0,215450.0,209000.0,200000.0,199900.0,199900.0,199500.0,199900.0,198900.0,194000.0,195000.0,199995.0,209885.0,206000.0,200000.0,204900.0,213950.0,219900.0,211445.0,215000.0,219900.0,219900.0,219990.0,219900.0,217945.0,220000.0,219945.0,215000.0,206990.0,206990.0,209950.0,212945.0,215000.0,221495.0,224950.0,230000.0,232967.5,239900.0,247000.0,235725.0,234950.0,235000.0,229945.0,229945.0,225495.0,229900.0,225000.0,229945.0,220000.0,225000.0,239950.0,240000.0,229900.0,225000.0,219900.0,219900.0,214950.0,219000.0,214900.0,209900.0,219900.0,223750.0,225000.0,234900.0,237450.0,259900.0,268900.0,259900.0,254900.0,255000.0,239900.0,239900.0,240000.0,247000.0,235000.0,230000.0,233000.0,228450.0,225000.0,1,37
23666.0,199900.0,199000.0,199000.0,199900.0,199900.0,199000.0,195000.0,195000.0,193000.0,189000.0,179900.0,174950.0,174900.0,171950.0,168950.0,170900.0,174900.0,174900.0,174000.0,174300.0,169900.0,170000.0,170900.0,165000.0,159900.0,160000.0,159900.0,159000.0,151700.0,155000.0,150000.0,154900.0,147250.0,155000.0,165000.0,166750.0,165000.0,164900.0,159000.0,159900.0,174900.0,174900.0,171900.0,170950.0,169900.0,169900.0,170900.0,171900.0,169900.0,169900.0,175000.0,175500.0,177500.0,175000.0,174000.0,173000.0,169900.0,168000.0,169900.0,162500.0,165000.0,165000.0,165000.0,174900.0,178450.0,176700.0,179900.0,179950.0,179900.0,175000.0,174900.0,174450.0,170000.0,174900.0,178200.0,177900.0,175250.0,175000.0,174700.0,170000.0,172450.0,174900.0,174900.0,174450.0,179450.0,185000.0,189900.0,185450.0,187000.0,189900.0,189000.0,185900.0,189900.0,0,38
23661.0,156000.0,156500.0,159000.0,159000.0,148500.0,149900.0,149900.0,149900.0,148500.0,144900.0,139000.0,130900.0,124950.0,129000.0,124900.0,125000.0,130950.0,129000.0,124900.0,124900.0,124900.0,119900.0,125950.0,119900.0,119900.0,129900.0,125000.0,125000.0,113900.0,119900.0,121000.0,113000.0,114900.0,115000.0,123499.5,121800.0,121800.0,129000.0,125500.0,119900.0,129000.0,135000.0,134900.0,131500.0,134900.0,132500.0,132500.0,129900.0,128000.0,125000.0,126000.0,135000.0,129900.0,134900.0,135000.0,135000.0,129891.5,134500.0,144900.0,141450.0,133000.0,132000.0,133500.0,130000.0,129900.0,136000.0,139900.0,139900.0,144900.0,150000.0,150000.0,145000.0,147900.0,139950.0,139900.0,137450.0,149900.0,149949.5,149800.0,143950.0,143800.0,144900.0,140000.0,143900.0,145000.0,140950.0,139000.0,135000.0,139900.0,139900.0,140950.0,135000.0,139900.0,1,38
