Zip,Coastal/Inland,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
33137.0,1,5,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33127.0,0,5,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33129.0,1,6,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33145.0,0,6,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33131.0,1,7,2011-08,370000.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33130.0,0,7,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33308.0,1,8,2011-08,329900.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33060.0,0,9,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
33062.0,1,9,2011-08,299999.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
70124.0,1,10,2011-08,287000.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
70118.0,0,10,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
70122.0,1,11,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
70119.0,0,11,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
70126.0,1,12,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
77062.0,0,13,2011-08,154900.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
77058.0,1,13,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
77015.0,1,14,2011-08,90000.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10305.0,1,16,2011-08,355000.0,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10304.0,0,16,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10314.0,1,17,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
11204.0,0,18,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
11214.0,1,18,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
11209.0,1,19,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10023.0,0,20,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10069.0,1,20,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10003.0,0,21,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
10010.0,1,21,2011-08,,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
94014.0,0,1,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
94015.0,1,1,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
93940.0,0,2,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
93950.0,1,2,2011-09,596500.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
93109.0,1,3,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
93108.0,0,3,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
77505.0,1,4,2011-09,173950.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
77504.0,0,4,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33137.0,1,5,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33127.0,0,5,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33129.0,1,6,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33145.0,0,6,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33131.0,1,7,2011-09,375000.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33130.0,0,7,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33308.0,1,8,2011-09,327000.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33060.0,0,9,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
33062.0,1,9,2011-09,299999.5,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
70124.0,1,10,2011-09,262000.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
70118.0,0,10,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
70122.0,1,11,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
70119.0,0,11,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
70126.0,1,12,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
77062.0,0,13,2011-09,153950.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
77058.0,1,13,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
77015.0,1,14,2011-09,89900.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10305.0,1,16,2011-09,357000.0,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10304.0,0,16,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10314.0,1,17,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
11204.0,0,18,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
11214.0,1,18,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
11209.0,1,19,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10023.0,0,20,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10069.0,1,20,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10003.0,0,21,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
10010.0,1,21,2011-09,,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
94014.0,0,1,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
94015.0,1,1,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
93940.0,0,2,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
93950.0,1,2,2011-10,563500.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
93109.0,1,3,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
93108.0,0,3,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
77505.0,1,4,2011-10,174425.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
77504.0,0,4,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33137.0,1,5,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33127.0,0,5,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33129.0,1,6,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33145.0,0,6,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33131.0,1,7,2011-10,360000.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33130.0,0,7,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33308.0,1,8,2011-10,325000.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33060.0,0,9,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
33062.0,1,9,2011-10,299000.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
70124.0,1,10,2011-10,269000.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
70118.0,0,10,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
70122.0,1,11,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
70119.0,0,11,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
70126.0,1,12,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
77062.0,0,13,2011-10,149900.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
77058.0,1,13,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
77015.0,1,14,2011-10,89500.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10305.0,1,16,2011-10,364900.0,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10304.0,0,16,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10314.0,1,17,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
11204.0,0,18,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
11214.0,1,18,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
11209.0,1,19,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10023.0,0,20,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10069.0,1,20,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10003.0,0,21,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
10010.0,1,21,2011-10,,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
94014.0,0,1,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
94015.0,1,1,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
93940.0,0,2,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
93950.0,1,2,2011-11,563500.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
93109.0,1,3,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
93108.0,0,3,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
77505.0,1,4,2011-11,159900.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
77504.0,0,4,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33137.0,1,5,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33127.0,0,5,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33129.0,1,6,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33145.0,0,6,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33131.0,1,7,2011-11,382500.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33130.0,0,7,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33308.0,1,8,2011-11,320000.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33060.0,0,9,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
33062.0,1,9,2011-11,299000.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
70124.0,1,10,2011-11,274450.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
70118.0,0,10,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
70122.0,1,11,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
70119.0,0,11,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
70126.0,1,12,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
77062.0,0,13,2011-11,148500.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
77058.0,1,13,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
77015.0,1,14,2011-11,84450.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10305.0,1,16,2011-11,365000.0,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10304.0,0,16,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10314.0,1,17,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
11204.0,0,18,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
11214.0,1,18,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
11209.0,1,19,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10023.0,0,20,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10069.0,1,20,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10003.0,0,21,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
10010.0,1,21,2011-11,,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
94014.0,0,1,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
94015.0,1,1,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
93940.0,0,2,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
93950.0,1,2,2011-12,575000.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
93109.0,1,3,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
93108.0,0,3,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
77505.0,1,4,2011-12,159900.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
77504.0,0,4,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33137.0,1,5,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33127.0,0,5,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33129.0,1,6,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33145.0,0,6,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33131.0,1,7,2011-12,395000.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33130.0,0,7,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33308.0,1,8,2011-12,309000.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33060.0,0,9,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
33062.0,1,9,2011-12,299900.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
70124.0,1,10,2011-12,279000.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
70118.0,0,10,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
70122.0,1,11,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
70119.0,0,11,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
70126.0,1,12,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
77062.0,0,13,2011-12,149900.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
77058.0,1,13,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
77015.0,1,14,2011-12,83950.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10305.0,1,16,2011-12,369000.0,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10304.0,0,16,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10314.0,1,17,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
11204.0,0,18,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
11214.0,1,18,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
11209.0,1,19,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10023.0,0,20,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10069.0,1,20,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10003.0,0,21,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
10010.0,1,21,2011-12,,335571.0,13.52,83.22,13.57,18.11,83.49,18.17,16.43
94014.0,0,1,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
94015.0,1,1,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
93940.0,0,2,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
93950.0,1,2,2012-01,556000.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
93109.0,1,3,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
93108.0,0,3,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
77505.0,1,4,2012-01,162000.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
77504.0,0,4,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33137.0,1,5,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33127.0,0,5,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33129.0,1,6,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33145.0,0,6,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33131.0,1,7,2012-01,366500.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33130.0,0,7,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33308.0,1,8,2012-01,299000.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33060.0,0,9,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
33062.0,1,9,2012-01,299900.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
70124.0,1,10,2012-01,279900.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
70118.0,0,10,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
70122.0,1,11,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
70119.0,0,11,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
70126.0,1,12,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
77062.0,0,13,2012-01,148500.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
77058.0,1,13,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
77015.0,1,14,2012-01,82200.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10305.0,1,16,2012-01,379900.0,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10304.0,0,16,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10314.0,1,17,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
11204.0,0,18,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
11214.0,1,18,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
11209.0,1,19,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10023.0,0,20,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10069.0,1,20,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10003.0,0,21,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
10010.0,1,21,2012-01,,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
94014.0,0,1,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
94015.0,1,1,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
93940.0,0,2,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
93950.0,1,2,2012-02,511950.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
93109.0,1,3,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
93108.0,0,3,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
77505.0,1,4,2012-02,160950.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
77504.0,0,4,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33137.0,1,5,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33127.0,0,5,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33129.0,1,6,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33145.0,0,6,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33131.0,1,7,2012-02,369700.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33130.0,0,7,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33308.0,1,8,2012-02,325000.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33060.0,0,9,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
33062.0,1,9,2012-02,299900.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
70124.0,1,10,2012-02,297000.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
70118.0,0,10,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
70122.0,1,11,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
70119.0,0,11,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
70126.0,1,12,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
77062.0,0,13,2012-02,151000.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
77058.0,1,13,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
77015.0,1,14,2012-02,84200.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10305.0,1,16,2012-02,369000.0,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10304.0,0,16,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10314.0,1,17,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
11204.0,0,18,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
11214.0,1,18,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
11209.0,1,19,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10023.0,0,20,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10069.0,1,20,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10003.0,0,21,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
10010.0,1,21,2012-02,,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
94014.0,0,1,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
94015.0,1,1,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
93940.0,0,2,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
93950.0,1,2,2012-03,504500.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
93109.0,1,3,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
93108.0,0,3,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
77505.0,1,4,2012-03,162000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
77504.0,0,4,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33137.0,1,5,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33127.0,0,5,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33129.0,1,6,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33145.0,0,6,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33131.0,1,7,2012-03,390000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33130.0,0,7,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33308.0,1,8,2012-03,339000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33060.0,0,9,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
33062.0,1,9,2012-03,299000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
70124.0,1,10,2012-03,299000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
70118.0,0,10,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
70122.0,1,11,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
70119.0,0,11,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
70126.0,1,12,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
77062.0,0,13,2012-03,150000.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
77058.0,1,13,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
77015.0,1,14,2012-03,82750.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10305.0,1,16,2012-03,372500.0,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10304.0,0,16,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10314.0,1,17,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
11204.0,0,18,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
11214.0,1,18,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
11209.0,1,19,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10023.0,0,20,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10069.0,1,20,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10003.0,0,21,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
10010.0,1,21,2012-03,,337858.0,12.44,87.51,13.4,17.11,87.23,18.08,19.99
94014.0,0,1,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
94015.0,1,1,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
93940.0,0,2,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
93950.0,1,2,2012-04,552500.0,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
93109.0,1,3,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
93108.0,0,3,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
77505.0,1,4,2012-04,167000.0,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
77504.0,0,4,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
33137.0,1,5,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
33127.0,0,5,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
33129.0,1,6,2012-04,,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
