Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,PredPrice
10069.0,1,34,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,2394723.971963263
10003.0,0,35,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,2491251.9989112485
10010.0,1,35,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,2417385.3132687304
28468.0,1,36,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,189974.22814870867
28467.0,0,36,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,263840.9137912267
23502.0,0,37,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,278006.63537165977
23518.0,1,37,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,204139.94972914172
23666.0,0,38,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,229855.2670920901
23661.0,1,38,2019-10,,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,155988.58144957206
36576.0,0,1,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,320200.19577826513
36532.0,1,1,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,250651.85104525962
36605.0,1,2,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,70995.92712157343
36606.0,0,2,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,140544.27185457892
99501.0,1,3,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,258461.3031020838
99508.0,0,3,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,328009.64783508924
94014.0,0,4,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,747167.8507991064
94015.0,1,4,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,677619.506066101
93950.0,1,5,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,762471.6603508694
93940.0,0,5,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,832020.0050838749
93109.0,1,6,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2909114.8933276082
93108.0,0,6,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2978663.2380606136
77505.0,1,7,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,196207.80596964597
77504.0,0,7,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,265756.1507026515
19947.0,0,8,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,319527.8540279505
19968.0,1,8,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,249979.50929494502
19963.0,1,9,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,213729.27163995928
19960.0,0,9,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,283277.61637296475
19904.0,0,10,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,259713.89972687757
19901.0,1,10,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,190165.5549938721
19720.0,1,11,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,183688.00866171945
19702.0,0,11,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,253236.3533947249
33137.0,1,12,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,397508.8227240222
33127.0,0,12,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,467057.1674570276
33129.0,1,13,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,422974.12782853836
33145.0,0,13,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,492522.4725615438
33131.0,1,14,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,418644.8894059214
33130.0,0,14,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,488193.2341389268
33308.0,1,15,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,287708.4424937244
33309.0,0,15,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,357256.78722672985
33062.0,1,16,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,329063.5693524234
33060.0,0,16,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,398611.9140854289
32226.0,1,17,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,198054.50074695525
32218.0,0,17,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,267602.8454799607
96778.0,1,18,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,183926.16476317076
96771.0,0,18,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,253474.5094961762
70124.0,1,19,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,385707.3956758861
70118.0,0,19,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,455255.7404088916
70122.0,1,20,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,241939.6848410537
70119.0,0,20,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,311488.0295740592
70126.0,1,21,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,202019.04351350619
70116.0,0,21,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,271567.38824651163
39501.0,1,22,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,111433.95821967728
39503.0,0,22,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,180982.30295268277
29412.0,1,23,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,282715.01670440345
29407.0,0,23,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,352263.36143740895
29577.0,1,24,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,161426.42926312314
29579.0,0,24,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,230974.77399612858
29566.0,0,25,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,254603.1404629007
29582.0,1,25,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,185054.7957298952
77062.0,0,26,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,244186.74893021717
77058.0,1,26,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,174638.4041972117
77015.0,1,27,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,116756.65409617517
77020.0,0,27,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,186304.99882918067
21403.0,1,28,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,449946.9125207531
21401.0,0,28,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,519495.2572537586
21122.0,1,29,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,279092.15176806477
21060.0,0,29,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,348640.4965010702
21220.0,1,30,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,191432.47659402946
21237.0,0,30,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,260980.82132703497
10305.0,1,31,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,422741.7028904924
10304.0,0,31,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,492290.0476234979
10306.0,0,32,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,490057.6542997669
10314.0,1,32,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,420509.30956676137
11214.0,1,33,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,645911.6476242985
11204.0,0,33,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,715459.992357304
10023.0,0,34,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2462674.1343265898
10069.0,1,34,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2393125.7895935844
10003.0,0,35,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2485335.475632057
10010.0,1,35,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,2415787.130899051
28468.0,1,36,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,188376.04577902978
28467.0,0,36,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,257924.39051203526
23502.0,0,37,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,272090.1120924683
23518.0,1,37,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,202541.76735946283
23666.0,0,38,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,223938.74381289864
23661.0,1,38,2019-11,,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,154390.39907989313
36576.0,0,1,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,323512.6829216312
36532.0,1,1,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,251546.62628783067
36605.0,1,2,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,71890.70236414447
36606.0,0,2,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,143856.758997945
99501.0,1,3,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,259356.07834465482
99508.0,0,3,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,331322.1349784554
94014.0,0,4,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,750480.3379424724
94015.0,1,4,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,678514.2813086719
93950.0,1,5,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,763366.4355934404
93940.0,0,5,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,835332.4922272409
93109.0,1,6,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2910009.6685701795
93108.0,0,6,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2981975.7252039798
77505.0,1,7,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,197102.581212217
77504.0,0,7,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,269068.63784601755
19947.0,0,8,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,322840.34117131657
19968.0,1,8,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,250874.28453751607
19963.0,1,9,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,214624.0468825303
19960.0,0,9,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,286590.1035163308
19904.0,0,10,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,263026.3868702437
19901.0,1,10,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,191060.33023644314
19720.0,1,11,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,184582.78390429047
19702.0,0,11,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,256548.840538091
33137.0,1,12,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,398403.5979665932
33127.0,0,12,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,470369.6546003937
33129.0,1,13,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,423868.9030711094
33145.0,0,13,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,495834.95970490994
33131.0,1,14,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,419539.66464849235
33130.0,0,14,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,491505.72128229286
33308.0,1,15,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,288603.2177362954
33309.0,0,15,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,360569.2743700959
33062.0,1,16,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,329958.34459499444
33060.0,0,16,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,401924.401228795
32226.0,1,17,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,198949.27598952627
32218.0,0,17,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,270915.3326233268
96778.0,1,18,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,184820.94000574178
96771.0,0,18,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,256786.9966395423
70124.0,1,19,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,386602.1709184571
70118.0,0,19,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,458568.2275522576
70122.0,1,20,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,242834.46008362476
70119.0,0,20,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,314800.51671742526
70126.0,1,21,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,202913.8187560772
70116.0,0,21,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,274879.8753898777
39501.0,1,22,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,112328.73346224832
39503.0,0,22,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,184294.79009604885
29412.0,1,23,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,283609.79194697447
29407.0,0,23,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,355575.84858077497
29577.0,1,24,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,162321.20450569416
29579.0,0,24,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,234287.2611394947
29566.0,0,25,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,257915.62760626676
29582.0,1,25,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,185949.57097246623
77062.0,0,26,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,247499.23607358328
77058.0,1,26,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,175533.17943978275
77015.0,1,27,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,117651.42933874621
77020.0,0,27,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,189617.48597254674
21403.0,1,28,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,450841.6877633241
21401.0,0,28,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,522807.74439712474
21122.0,1,29,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,279986.9270106358
21060.0,0,29,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,351952.98364443635
21220.0,1,30,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,192327.2518366005
21237.0,0,30,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,264293.30847040104
10305.0,1,31,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,423636.4781330634
10304.0,0,31,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,495602.5347668639
10306.0,0,32,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,493370.1414431329
10314.0,1,32,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,421404.0848093324
11214.0,1,33,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,646806.4228668695
11204.0,0,33,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,718772.47950067
10023.0,0,34,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2465986.621469956
10069.0,1,34,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2394020.5648361556
10003.0,0,35,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2488647.962775423
10010.0,1,35,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,2416681.9061416225
28468.0,1,36,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,189270.8210216008
28467.0,0,36,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,261236.87765540136
23502.0,0,37,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,275402.5992358344
23518.0,1,37,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,203436.54260203385
23666.0,0,38,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,227251.2309562647
23661.0,1,38,2019-12,,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,155285.17432246418
36576.0,0,1,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,310109.5557519418
36532.0,1,1,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,247926.1484277167
36605.0,1,2,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,68270.22450403048
36606.0,0,2,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,130453.6318282556
99501.0,1,3,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,255735.60048454083
99508.0,0,3,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,317919.007808766
94014.0,0,4,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,737077.210772783
94015.0,1,4,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,674893.803448558
93950.0,1,5,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,759745.9577333265
93940.0,0,5,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,821929.3650575515
93109.0,1,6,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2906389.1907100654
93108.0,0,6,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2968572.5980342906
77505.0,1,7,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,193482.10335210303
77504.0,0,7,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,255665.51067632815
19947.0,0,8,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,309437.2140016272
19968.0,1,8,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,247253.80667740206
19963.0,1,9,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,211003.5690224163
19960.0,0,9,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,273186.97634664143
19904.0,0,10,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,249623.25970055428
19901.0,1,10,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,187439.85237632913
19720.0,1,11,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,180962.30604417648
19702.0,0,11,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,243145.7133684016
33137.0,1,12,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,394783.1201064792
33127.0,0,12,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,456966.52743070433
33129.0,1,13,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,420248.4252109954
33145.0,0,13,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,482431.83253522054
33131.0,1,14,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,415919.1867883784
33130.0,0,14,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,478102.59411260346
33308.0,1,15,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,284982.7398761814
33309.0,0,15,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,347166.1472004065
33062.0,1,16,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,326337.8667348805
33060.0,0,16,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,388521.2740591056
32226.0,1,17,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,195328.7981294123
32218.0,0,17,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,257512.2054536374
96778.0,1,18,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,181200.4621456278
96771.0,0,18,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,243383.8694698529
70124.0,1,19,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,382981.69305834314
70118.0,0,19,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,445165.1003825682
70122.0,1,20,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,239213.98222351074
70119.0,0,20,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,301397.38954773586
70126.0,1,21,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,199293.34089596325
70116.0,0,21,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,261476.74822018834
39501.0,1,22,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,108708.25560213433
39503.0,0,22,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,170891.66292635945
29412.0,1,23,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,279989.3140868605
29407.0,0,23,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,342172.72141108563
29577.0,1,24,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,158700.72664558017
29579.0,0,24,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,220884.1339698053
29566.0,0,25,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,244512.50043657736
29582.0,1,25,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,182329.09311235225
77062.0,0,26,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,234096.10890389388
77058.0,1,26,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,171912.70157966873
77015.0,1,27,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,114030.95147863223
77020.0,0,27,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,176214.35880285734
21403.0,1,28,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,447221.20990321017
21401.0,0,28,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,509404.61722743534
21122.0,1,29,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,276366.4491505218
21060.0,0,29,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,338549.85647474695
21220.0,1,30,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,188706.77397648653
21237.0,0,30,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,250890.18130071164
10305.0,1,31,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,420016.00027294946
10304.0,0,31,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,482199.4075971746
10306.0,0,32,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,479967.01427344355
10314.0,1,32,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,417783.60694921843
11214.0,1,33,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,643185.9450067555
11204.0,0,33,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,705369.3523309806
10023.0,0,34,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2452583.4943002667
10069.0,1,34,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2390400.0869760416
10003.0,0,35,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2475244.835605734
10010.0,1,35,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,2413061.4282815084
28468.0,1,36,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,185650.34316148685
28467.0,0,36,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,247833.75048571196
23502.0,0,37,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,261999.47206614498
23518.0,1,37,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,199816.06474191986
23666.0,0,38,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,213848.10378657532
23661.0,1,38,2020-01,,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,151664.6964623502
36576.0,0,1,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,309094.74755195103
36532.0,1,1,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,247652.02653259377
36605.0,1,2,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,67996.10260890757
36606.0,0,2,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,129438.82362826484
99501.0,1,3,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,255461.47858941794
99508.0,0,3,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,316904.1996087752
94014.0,0,4,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,736062.4025727924
94015.0,1,4,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,674619.681553435
93950.0,1,5,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,759471.8358382036
93940.0,0,5,2020-02,,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,820914.5568575608
